Name;URL;Location;Country;Industries;Industry Group;Description;Full Description or Description;Dealership;AV terminology;Transport ;Mobility;Status;Triangulation?;Layer_Member;Testing Layer
RicambiPro;ricambipro.it/;San Valentino Torio;Italy;Automotive, Autonomous Vehicles, E-Commerce;Commerce and Shopping, Transportation;RicambiPro is a marketplace for buying and selling used auto parts.;RicambiPro is an eCommerce platform for buying and selling used auto parts.;False;False;False;False;Active;AV;;
Richardson Machine Tool Services;www.rmtsltd.com;Chesterfield;United Kingdom;Autonomous Vehicles, Machinery Manufacturing, Manufacturing, Mechanical Engineering;Manufacturing, Science and Engineering, Transportation;Richardson Machine Tool Services is a manufacturer and supplier of wheel lathes, mobile wheel sets, and workshop equipment.;Richardson Machine Tool Services is a manufacturer and supplier of wheel lathes, mobile wheel sets, and workshop equipment.;False;False;False;False;Active;AV;;
Ride On Experience;www.rideonexperience.com;Bordeaux;France;Automotive, Autonomous Vehicles, E-Commerce, Electric Vehicle;Commerce and Shopping, Transportation;Ride On Experience sells electric skateboards with one wheel.;Ride On Experience sells electric skateboards with one wheel.;False;False;False;False;Active;AV;;
Ridecell;www.ridecell.com;San Francisco;United States;Automotive, Autonomous Vehicles, Car Sharing, Fleet Management, Ride Sharing, Transportation;Transportation;Ridecell provides car-sharing, ride-sharing, short-term leases, and autonomous vehicle fleet services for car rental companies.;Ridecell Inc. is the way in the digital transformation of fleet businesses and operations. Our Fleet IoT (Internet of Things) Automation solutions modernize and monetize fleets by combining data insights with digital vehicle control to turn today’s manual processes into automated workflows. The result is unmatched levels of efficiency and control for shared services, motorpools, rental, and logistic fleets. Today Ridecell powers some of the most successful fleet businesses in cities across Europe and North America, including Ferrovial, Groupe Renault, Gig Car Share from AAA, and Toyota Sweden. Ridecell is headquartered in San Francisco with offices in Madrid, Paris, Berlin, and Pune India.;False;False;False;False;Active;AV;;
Ride-On Tire;www.ride-on.com;Zutphen;The Netherlands;Autonomous Vehicles, Manufacturing, Transportation;Manufacturing, Transportation;Ride-On Tire manufactures tyre balancing gel.;Ride-On offers a wide range of formulas specifically designed to cater to the needs of every vehicle. Whether it be for a motorcycle, car or SUV, truck, on-road or off-road vehicle, new or used tires, we have a solution that works. This water-based sealant, enriched with a combination of fibers - including aramid fibers, six times stronger than steel - is applied to the tire through the valve or during the tire fitting. It creates a protective layer that coats the inner liner of the tire.;False;False;False;False;Active;AV;;
RideTech;www.ridetech.com/;Jasper;United States;Automotive, Autonomous Vehicles, Manufacturing;Manufacturing, Transportation;Ridetech is a manufactures exciting suspension systems;Ridetech is a manufactures exciting suspension systems;False;False;False;False;Active;AV;;
Ridge Road Auto Parts;ridgerdauto.com/;Cleveland;United States;Automotive, Autonomous Vehicles;Transportation;Ridge Road Auto Parts supplies used and recycled OEM parts for trucks, cars, SUVs, and vans.;Ridge Road Auto Parts supplies used and recycled OEM parts for trucks, cars, SUVs, and vans.;False;False;False;False;Active;AV;;
Ridlr;ridlr.in/;Mumbai;United States;Apps, Mobile, Real Time, Transportation, Travel;Apps, Mobile, Other, Software, Transportation, Travel and Tourism;Ridlr is a public transport ticketing and commuting app that’s apt for your daily intra-city travel needs.;Ridlr is a public transport ticketing and commuting app that’s apt for your daily intra-city travel needs.;False;False;False;False;Active;Neckermann;;
RIEGL USA;www.rieglusa.com/index.html;Winter Garden;United States;Manufacturing;Manufacturing;RIEGL is a producer of LiDAR systems commercially for almost 40 years.;RIEGL is a producer of LiDAR systems commercially for almost 40 years.;False;False;False;False;;CB;;
Riley and Sons;www.rileyandsons.com/;Anderson;United States;Automotive, Autonomous Vehicles, Service Industry;Other, Transportation;Riley and Sons specializes in collision repair, bodywork and mechanical services.;Riley and Sons specializes in collision repair, bodywork and mechanical services.;False;False;False;False;Active;AV;;
Rimz One;rimzoneonline.com;Mooresville;United States;Automotive, Autonomous Vehicles, E-Commerce;Commerce and Shopping, Transportation;Rimz One is a vehicle accessories retail store that sells wheels, lift kits, tires, and accessories.;Rimz One is a vehicle accessories retail store that sells wheels, lift kits, tires, and accessories.;False;False;False;False;Active;AV;;
Risse Racing Technology;www.risseracing.com/;Redmond;United States;Autonomous Vehicles, Industrial, Machinery Manufacturing, Manufacturing;Manufacturing, Transportation;Risse Racing Technology is a machine manufacturing company that produces bike and bicycle components such as forks, dampers, and additions.;Risse Racing Technology is a machine manufacturing company that produces bike and bicycle components such as forks, dampers, and additions.;False;False;False;False;Active;AV;;
RIVA Motorsports;www.rivasuperstore.com;Pompano Beach;United States;Automotive, Autonomous Vehicles, Motorsports;Sports, Transportation;RIVA Motorsports offers sales, parts, and service for Yamaha, Honda, Sea-Doo, Kawasaki, Suzuki, Can-Am.;"RIVA Motorsports has grown from a ""mom & pop shop"" to a two-story, five-building powersports superstore, recognized both locally and internationally as the premier source for personal watercraft performance parts and accessories.";False;False;False;False;Active;AV;;
Rivers Edge Services;www.riversedgeservices.ca;Prince George;Canada;Automotive, Autonomous Vehicles, Industrial Engineering;Manufacturing, Science and Engineering, Transportation;Rivers Edge Services is an automotive company that provides repair and service for domestic vehicles, Asian vehicles, and European vehicles.;Rivers Edge Services specializes in a variety of automotive repair and maintenance services. The company offers services such as engine lubrication, corrosion inhibition, and engine cooling. It also provides educational resources on topics like tire replacement, radiator hose replacement, and coolant flush. In addition, Rivers Edge Services offers specialized repair services for specific vehicle brands like Peterbilt, Cadillac, and Mack. Customers can schedule appointments for these services either by phone or through the company's website.;False;False;False;False;Active;AV;;
RJM Precision Instruments;www.rjmprecision.com;Fife;United States;Sensor;Education, Hardware, Information Technology, Other;RJM Precision Instruments is a provider of damage prevention products and tools.;RJM Precision Instruments offers products like pipe and cable utility locators, 3D lidar scanners, GPS, plastic or pvc locators, pipeline integrity testing, and corrosion control. remote monitoring units, metal and magnetic detectors, inspection cameras, and secondary fault detection.;False;False;False;False;;CB;;
RKB Karosseriewerk;www.rkb.de/;Döbeln;Germany;Automotive, Autonomous Vehicles, Manufacturing, Recreational Vehicles, Transportation;Manufacturing, Transportation;RKB Karosseriewerk is a manufacturing company that offers a wide range of vehicles, spare parts, body construction, and painting services.;RKB Karosseriewerk is a manufacturing company that offers a wide range of vehicles, spare parts, body construction, and painting services.;False;False;False;False;Active;AV;;
RoadBotics by Michelin;www.roadbotics.com/;Pittsburgh;United States;Apps, Autonomous Vehicles, GovTech, Infrastructure, Internet of Things, Mapping Services, Public Transportation, SaaS, Transportation;Apps, Government and Military, Information Technology, Internet Services, Navigation and Mapping, Other, Software, Transportation;RoadBotics by Michelin transforms your visual infrastructure data into meaningful maps using artificial intelligence.;RoadBotics empowers governments and communities to make objective, data-driven decisions about their public infrastructure assets. We automate image mapping and road assessments, generating interactive maps, unbiased ratings, and practical tools to save time and taxpayer dollars for hundreds of communities across the country and around the world.;False;False;False;False;Active;AV;;
